,Income,CreditScore,EmploymentYears,LoanAmount,HasCollateral,PreviousDefaults,Status
42,-0.9246755910021092,-0.3352972808715992,-0.7532231868139292,-1.1010513313520607,0,0,1
43,-0.43468363328343346,0.9077050999296555,-0.022147298955704855,0.5022442204443641,1,0,1
44,-0.3773353548072915,-1.5574088653568665,-1.727991037291562,0.2848482134211201,0,0,0
45,1.5593487305719926,2.8087675646845156,0.22154466366370318,-0.4896250615991868,1,0,1
46,1.0033287549321372,-0.13683471586971818,-1.2262722907221921,-0.6051166903302851,0,0,1
47,-1.4463210429667754,0.12430023808012523,-1.011249970763891,-1.27089196183897,1,0,1
48,0.208168180217295,1.523983591251286,0.8952812661997138,1.2631302450257182,1,0,1
49,-0.8271318524769236,0.41677138650394985,-1.6563169306387948,-0.1974991771617026,0,1,1
50,1.3979124655763906,-0.46064205876752407,-0.810562472136143,2.0511907704849777,1,0,1
51,0.49852613070010365,-0.6068776329794363,-1.0399196134249975,1.5620497546826788,0,0,0
52,-0.5989442579397223,-0.5964322348214426,-0.014979888290428043,-0.999146953059915,0,0,1
53,-0.3663134634485135,0.08251864544815028,0.5082410902747716,-0.476037811160234,0,1,0
54,-0.44718659129354726,-0.8366763924552986,0.29321877031647026,0.6517039752728444,1,0,0
55,-0.21031925731130824,0.5421161643998748,0.3935625196303444,-0.1363565501864152,0,1,0
56,-1.4260683175950208,0.5421161643998748,-1.742325858622115,-0.5575613137939505,1,0,0
57,1.3722865681672318,-0.021935336131787084,0.4509018049525581,1.5552561294632024,1,0,0
58,-0.23015866175710867,0.3958805901879624,-0.5955401521778416,-0.32657805633175374,1,0,1
59,0.0852396481564238,-0.857567188771286,0.4222321622914511,-0.46245056072128127,1,0,1
60,0.9919279860579012,1.4508658041453297,0.551245554266432,0.5497995969806988,0,0,1
61,-0.8603697436057386,1.7328915544111607,-1.4412946106804934,-0.584735814671856,0,0,0
62,-0.5661196877368614,-0.13683471586971818,-0.9539106854416771,-0.9787660774014858,1,0,1
63,-0.0950543840858374,-1.4007278929869604,-0.13682586960013232,2.1463015235576473,1,0,0
64,0.17782353557015923,-0.49197825324150524,-1.2262722907221921,0.5973549735170334,1,0,0
65,1.5152956085473765,0.9808228870356117,-0.10815622693902532,1.2563366198062418,1,0,1
66,1.3873727819645592,1.043495275983574,1.7267009033718121,1.3038919963425766,0,0,1
67,0.6524192887970418,0.489889173609906,1.1676428714802292,0.5837677230780807,1,0,1
68,-0.45631409507503534,-0.13683471586971818,1.2106473354718894,-0.7749573208171946,0,0,1
69,-1.276652802862586,-0.26217949376564303,-0.9252410427805703,-1.0942577061325842,1,0,1
70,1.506443652049858,-0.9724665685092172,0.7375982315636265,2.7653706216824316,0,0,1
71,-1.3453329633919717,-0.6904408182433862,1.1819776928107821,-1.0670832052546788,1,1,1
72,0.09081948065680517,0.7614695257177432,-1.727991037291562,-0.32657805633175374,0,1,1
73,0.2652409114094675,1.085276868615549,0.8809464448691606,0.29164183864059645,1,0,1
74,0.566035215272619,-1.6409720506208163,-0.014979888290428043,0.8826872327350411,0,0,0
75,-1.0502562656711862,1.5344289894092797,0.1355357356803827,-0.16353105106432073,1,0,1
76,0.45791734972510584,-0.8157855961393111,-1.5703080026554743,-0.04803942233322232,1,0,1
77,0.08513631792493526,-0.303961086397618,0.8952812661997138,0.8826872327350411,0,1,0
78,0.8087923724497051,-1.5156272727248914,1.7697053673634726,0.053864955958923315,1,1,1
79,-1.4863442859633382,-0.4710874569255178,-1.0399196134249975,-1.3931772157895448,1,0,1
80,-1.1100155828820608,1.2210670446694676,1.583352690066278,-0.32657805633175374,0,0,1
81,1.1150287351712533,-1.181374531669092,0.9956250155135882,-0.4420696850628521,0,0,0
82,-0.21810346808344522,1.2837394336174301,0.6372544822497527,0.8623063570766121,0,1,0
83,1.0466241219258372,1.565765183883261,-0.8965714001194633,1.3922091241957695,0,1,0
84,-1.0799464855188945,1.2315124428274613,1.0099598368441411,-0.9719724521820094,0,0,0
85,1.2969243860015869,0.0302916546581816,-1.6993213946304548,0.5837677230780807,0,0,1
86,1.2429515617540707,0.6674609422957996,0.7375982315636265,0.6041485987365097,0,0,1
87,0.5563221735126959,0.6987971367697807,-0.2084999762528994,1.059321488441427,0,0,1
88,-0.0950543840858374,-0.303961086397618,1.3539955487774236,-1.1825748339857771,0,0,1
89,-0.10774678085368021,-1.6409720506208163,-0.007812477625151485,-0.5032123120381395,0,0,1
90,-0.08997398103765064,-0.29351568823962426,1.3539955487774236,0.40033984215221846,0,0,0
91,-0.7638937508059347,-0.13683471586971818,-0.8965714001194633,-0.7002274434029544,1,0,1
92,0.58938784758903,0.6047885533478371,1.038629479505248,-0.8428935730119583,1,0,1
93,1.3710466053893693,1.3150756280914113,-0.45219193887230746,1.134051365855667,0,0,1
94,-0.1330626875683735,0.09296404360614402,0.7232634102330728,-0.639084816427667,0,0,1
95,-0.2018806217397438,-1.1500383371951106,-0.014979888290428043,0.8623063570766121,1,0,0
96,-0.37816199665919986,1.3568572207233862,1.683696439380152,-0.2246736780396081,0,1,0
97,-0.28902245029508256,-0.5755414385054551,-0.4808615815334142,-0.6458784416471434,1,0,1
98,0.8717204834262284,-0.23084329929166184,0.7089285889025198,-0.6526720668666198,0,0,0
99,-0.34278861407962163,0.7196879330857683,-0.06515176294736522,-0.32657805633175374,1,0,1
